0,21,34,129
24,23,196,218
24,74,13,215
44,1,6,7
0,76,76,304
21,66,15,380
24,74,13,56
14,18,64,265
33,7,90,87
44,1,6,5
0,21,57,461
44,1,6,5
0,71,35,272
33,7,134,390
21,66,15,34
44,1,11,209
21,66,15,34
5,37,7,141
44,1,82,99
44,1,11,12
33,7,86,238
44,1,82,116
44,1,6,346
44,1,82,99
44,1,82,116
21,66,15,62
44,1,11,78
0,31,31,38
44,1,6,7
9,49,1,67
20,3,68,31
15,5,80,356
15,5,18,4
20,3,85,185
15,5,18,4
24,74,13,215
15,5,18,91
15,5,18,4
6,4,98,190
6,4,22,117
15,5,18,4
20,3,12,123
20,3,68,90
1,12,132,499
6,4,98,134
6,4,22,105
15,70,19,36
15,5,18,59
9,89,10,391
20,3,68,430
24,74,13,215
15,70,47,41
20,3,68,430
20,3,68,430
11,22,52,61
20,3,68,430
20,3,68,31
20,34,131,33
20,3,12,219
15,5,80,356
11,22,52,61
5,63,178,418
30,30,27,65
20,3,12,74
12,24,115,199
12,24,130,482
12,24,193,48
4,20,53,333
14,18,112,100
11,22,153,79
12,24,115,199
4,20,53,333
24,74,36,37
9,49,1,167
9,35,92,428
9,49,1,167
22,99,199,399
6,4,185,92
12,24,130,482
1,84,169,450
12,24,115,199
24,74,13,478
1,25,20,489
24,74,13,94
9,49,1,355
9,16,0,29
9,16,30,66
21,66,15,201
32,27,51,155
12,24,115,199
12,24,115,156
44,1,6,206
9,35,92,186
12,24,130,192
24,23,14,47
24,74,13,215
11,14,167,280
24,74,36,13
12,24,130,482
14,18,112,100
9,35,8,213
12,24,115,199
1,84,169,450
24,74,36,429
9,35,8,213
15,5,18,91
15,5,18,91
6,4,91,3
31,93,93,466
24,74,13,94
12,24,115,199
47,95,191,383
24,23,14,70
0,92,186,189
5,63,70,69
12,24,115,199
32,36,71,157
24,74,13,94
1,84,169,450
15,5,18,4
24,74,36,37
6,4,106,57
8,11,118,475
30,30,27,65
9,16,30,235
12,24,130,482
0,21,34,148
9,67,156,337
21,15,108,336
0,31,74,10
12,24,130,192
30,30,99,128
20,3,68,49
20,3,68,90
11,14,26,28
24,74,13,133
24,74,13,94
24,23,56,184
9,67,50,352
15,70,47,41
20,3,68,241
9,16,0,160
6,4,25,32
20,3,77,136
15,5,55,147
9,35,92,186
24,74,36,13
11,14,26,68
15,5,42,424
15,5,18,59
9,67,50,352
24,74,13,215
20,3,68,49
9,35,37,113
15,5,42,237
6,4,48,469
11,22,52,175
6,4,106,369
20,3,68,241
15,70,47,41
24,23,196,52
20,3,68,430
20,3,12,74
15,70,47,453
12,24,115,131
20,3,68,241
1,25,67,26
2,52,162,494
9,35,8,213
12,24,193,48
15,70,47,263
15,5,18,59
11,14,5,86
15,5,89,462
20,3,45,164
6,4,25,95
9,16,0,29
6,6,2,405
5,63,70,50
6,4,48,224
12,26,29,54
12,26,72,246
20,34,88,16
20,3,77,322
32,27,32,468
48,48,38,72
15,5,18,104
11,0,58,236
20,3,77,322
38,38,3,385
6,4,106,57
24,74,36,37
6,4,25,460
1,84,169,89
20,34,88,195
11,22,52,175
6,4,48,224
11,14,5,496
9,35,92,212
5,63,70,96
5,63,70,96
15,70,47,240
32,36,71,157
12,24,115,131
11,14,26,68
9,49,84,217
24,23,56,20
15,5,18,114
24,23,56,20
11,22,52,110
24,23,14,44
24,74,13,215
15,5,18,114
9,49,84,217
9,49,1,264
1,83,9,413
1,25,20,222
5,63,70,50
20,34,88,16
20,3,68,31
20,3,68,210
17,32,28,443
32,27,180,362
9,35,37,338
32,27,180,362
6,4,106,369
15,5,80,356
20,3,45,164
11,22,62,9
15,5,18,35
20,3,12,75
12,26,72,305
24,74,13,159
2,52,162,438
15,5,55,121
9,35,92,428
11,22,153,79
9,35,8,358
6,4,91,3
15,70,19,138
15,5,18,104
24,23,14,47
20,3,192,11
15,5,18,119
6,4,91,3
15,70,19,101
20,34,131,214
20,34,88,195
20,3,77,136
11,0,4,274
5,63,178,223
24,23,14,44
24,23,56,20
24,74,13,18
24,23,56,184
6,4,98,134
24,23,14,106
15,5,18,104
15,70,19,138
6,4,91,269
20,3,192,11
15,5,18,119
9,49,1,67
15,70,19,101
20,34,131,214
20,34,88,195
20,34,160,19
5,63,70,69
24,23,14,44
24,23,56,20
24,74,13,18
24,23,56,184
15,5,18,4
24,23,14,106
6,4,98,190
15,5,18,104
15,5,18,59
15,5,18,119
15,5,18,119
20,3,68,31
15,5,18,59
15,5,89,172
32,27,32,140
11,22,62,9
32,27,79,414
15,5,18,35
24,74,13,159
15,5,18,119
13,75,75,342
20,3,12,219
15,5,18,4
11,22,62,9
20,3,68,49
11,22,62,9
32,27,79,414
15,5,18,59
10,78,157,315
11,14,5,86
15,5,18,4
20,3,68,31
15,5,80,356
6,4,185,92
6,4,185,92
11,22,153,79
5,37,87,14
15,5,18,4
20,3,77,322
24,23,56,85
6,4,91,3
11,14,167,370
6,4,91,3
20,3,77,322
24,23,56,85
6,4,91,3
32,36,97,262
11,14,5,98
4,20,128,291
2,52,148,181
2,59,119,479
24,74,36,13
0,21,34,309
11,14,26,28
1,83,9,406
9,89,10,314
15,70,19,36
11,14,26,382
24,74,13,215
15,70,19,242
9,16,0,183
20,3,45,63
33,7,90,193
20,3,45,108
5,53,107,433
9,89,10,152
11,14,26,382
9,89,10,152
20,3,45,108
15,5,80,196
20,3,45,108
15,5,42,237
20,34,177,8
11,0,58,321
20,3,45,63
44,1,11,12
20,3,45,368
20,3,45,108
6,4,22,117
44,1,6,42
20,34,88,16
20,34,131,51
11,14,140,377
20,3,45,368
24,74,36,470
15,5,42,456
20,3,45,368
15,70,19,101
20,3,68,430
20,34,131,51
24,74,36,13
20,3,45,368
15,5,80,196
11,14,26,382
11,0,58,465
12,26,72,130
15,70,47,425
15,70,47,40
11,14,26,28
6,4,48,25
9,89,10,152
44,1,6,146
20,34,177,82
15,5,18,91
9,89,10,152
1,12,132,275
15,70,19,36
15,70,19,36
15,5,80,196
20,3,45,368
20,34,131,51
15,5,18,35
20,3,45,108
15,5,18,91
0,31,24,97
11,0,58,321
15,5,80,196
15,5,18,91
15,5,18,91
20,3,45,63
20,3,45,63
24,23,14,120
30,30,73,463
15,70,19,353
11,14,140,173
9,16,0,260
11,14,26,382
20,3,45,368
20,34,177,82
15,5,18,59
9,89,10,325
20,3,45,368
24,74,13,215
33,7,90,193
24,23,14,53
11,0,58,321
6,4,22,117
20,34,131,434
15,5,80,196
20,3,45,107
44,1,6,42
11,22,52,175
11,14,140,377
15,5,18,91
11,0,58,321
20,34,177,82
12,24,115,131
1,12,133,268
24,74,36,13
11,14,140,377
20,3,45,368
15,70,47,40
24,74,13,215
24,74,13,215
5,39,39,365
24,23,14,70
48,48,38,72
6,4,48,224
33,7,90,193
11,14,26,68
30,30,27,109
15,5,80,202
33,7,188,46
11,14,140,1
24,23,196,218
30,30,27,65
0,76,76,258
5,39,39,365
20,34,131,51
33,7,90,234
20,3,68,49
15,5,42,237
20,34,131,434
33,7,86,93
33,7,90,234
11,14,140,173
20,34,131,51
0,92,186,6
11,14,140,1
20,3,12,219
20,34,131,51
44,1,6,42
11,14,140,1
20,34,131,51
20,34,131,39
24,74,36,13
24,23,196,218
24,23,14,70
6,4,25,32
6,4,91,3
12,24,115,131
16,44,66,294
20,34,177,8
14,18,78,161
21,66,15,62
9,35,8,435
26,85,171,343
11,14,5,496
33,7,182,408
0,31,24,247
36,90,181,363
15,5,18,4
44,1,82,77
0,76,76,371
44,1,82,77
33,7,134,60
24,74,13,56
11,22,62,73
6,4,22,117
33,7,90,87
15,5,18,91
33,7,90,234
44,1,6,7
24,23,56,184
15,5,18,59
21,88,43,410
14,18,78,161
0,76,76,304
24,23,56,20
0,76,76,258
33,7,134,60
15,70,19,36
44,1,82,22
33,7,90,464
44,1,82,22
33,7,86,238
6,4,98,134
44,1,6,445
33,7,134,390
15,70,19,101
21,66,15,201
44,1,6,42
44,1,6,7
15,5,42,456
44,1,11,12
0,21,34,129
24,74,13,191
15,5,42,237
0,21,65,409
33,7,86,238
0,76,76,427
24,23,56,184
24,23,196,52
44,1,6,42
5,37,87,331
24,23,56,20
11,14,26,28
24,74,36,318
24,74,13,56
24,74,13,18
21,88,43,334
24,23,56,20
44,1,82,22
0,21,65,477
44,1,11,209
21,66,15,380
20,3,68,90
15,5,42,373
5,37,7,417
44,1,6,7
14,18,78,442
15,70,19,36
24,74,13,56
0,31,24,247
0,31,31,158
0,31,74,83
5,37,7,417
33,7,86,93
24,23,14,120
11,14,5,98
0,31,31,158
20,3,45,368
6,4,91,3
33,7,86,93
6,4,98,190
9,16,0,183
6,4,33,162
33,7,86,93
24,23,196,218
24,23,196,218
11,22,52,175
15,5,42,237
9,35,8,403
44,1,82,22
20,34,131,51
6,4,91,269
15,70,47,453
24,74,36,318
15,5,80,356
20,34,88,16
11,14,5,86
5,37,7,141
20,34,131,51
20,34,131,51
11,14,5,298
20,34,131,39
44,1,6,346
6,4,106,243
15,5,18,4
5,37,7,125
20,34,88,16
20,3,68,49
20,3,12,219
15,5,80,356
20,34,131,51
11,14,5,86
20,3,12,74
20,34,131,214
15,5,80,196
6,6,2,200
20,34,177,8
20,34,95,420
11,14,140,1
15,70,47,41
24,74,36,470
31,93,93,308
20,34,131,51
30,30,27,109
6,6,2,30
24,74,36,13
14,18,112,100
44,1,6,42
20,34,131,51
20,34,95,388
24,74,13,94
20,34,131,51
20,34,131,214
20,34,131,214
44,1,6,42
0,31,74,83
20,34,88,176
44,1,6,5
44,1,6,346
15,5,18,91
20,3,45,368
6,4,25,21
24,74,13,215
20,3,45,108
6,4,33,162
15,70,19,36
11,14,26,296
24,23,56,20
24,23,56,20
6,4,33,162
15,5,18,4
6,4,48,224
11,0,4,144
20,3,68,90
15,5,18,91
15,70,47,240
24,23,196,52
15,70,47,118
24,74,13,139
24,23,56,20
15,70,19,242
24,23,56,20
6,4,98,190
24,23,14,47
20,3,12,123
24,74,13,139
6,4,25,21
11,14,26,296
24,23,56,20
24,23,56,85
15,5,80,202
24,23,196,52
24,23,56,184
1,84,169,89
24,23,56,20
24,74,36,429
24,23,196,52
24,23,196,52
24,23,56,20
20,3,68,430
15,5,18,4
15,70,19,36
20,34,88,16
15,5,18,35
15,5,89,81
15,70,47,118
15,70,19,242
15,70,47,118
20,3,12,123
15,5,89,81
15,5,18,91
20,34,88,16
11,22,52,175
11,22,52,110
0,31,168,168
24,23,14,47
15,5,18,59
12,26,72,246
24,74,13,215
15,5,89,81
24,74,13,18
48,48,81,163
20,3,12,75
15,5,18,104
15,5,18,119
5,37,87,267
20,3,68,31
24,74,13,139
15,70,47,240
49,19,126,290
49,19,126,323
49,19,126,290
3,56,46,171
3,17,49,143
3,56,46,88
3,56,165,165
3,17,49,76
3,17,49,76
3,56,46,88
3,17,49,76
3,56,165,165
3,17,49,143
3,56,46,88
3,56,46,88
3,17,49,76
3,17,49,76
3,56,165,165
3,56,46,88
3,56,46,171
3,56,46,88
3,56,46,88
3,56,165,165
3,17,61,330
29,29,120,483
3,17,49,143
3,56,46,171
3,17,49,143
3,17,49,76
3,56,46,88
3,56,165,165
3,17,61,472
3,56,46,88
3,17,61,387
3,56,46,88
3,56,46,88
42,86,173,347
3,56,46,88
3,17,49,76
49,19,152,306
3,56,46,171
3,56,46,88
3,56,46,88
3,17,49,76
49,73,147,180
3,56,46,88
3,56,46,88
3,56,46,88
3,17,49,76
3,56,46,88
49,73,147,180
3,56,46,88
3,17,61,387
49,19,152,306
3,56,46,412
3,56,46,171
3,56,165,165
3,56,46,88
3,17,49,76
3,17,49,76
3,56,46,88
49,19,152,306
49,73,147,300
3,17,49,143
3,56,141,283
3,56,46,88
3,56,46,171
49,19,152,306
3,17,49,76
3,56,46,88
3,56,165,165
3,56,46,171
37,51,198,198
0,10,116,312
0,10,41,441
21,66,15,34
24,23,196,218
21,66,15,34
11,14,26,28
9,16,0,29
20,34,131,51
30,30,27,65
24,74,36,37
24,23,56,20
6,6,125,115
33,7,188,46
24,23,14,120
0,21,34,148
30,30,27,24
44,1,6,5
12,24,193,48
9,16,0,160
24,23,196,218
5,37,7,364
9,35,92,186
6,4,22,105
24,23,14,44
15,70,47,453
15,5,18,114
6,4,48,224
48,48,38,135
15,5,18,91
30,30,27,24
24,74,36,429
6,4,48,25
24,74,36,13
24,23,14,120
20,3,68,31
24,23,14,70
32,27,32,140
15,5,80,356
6,4,91,269
24,74,13,56
24,23,196,52
20,3,68,430
15,70,19,188
6,4,25,21
24,23,56,20
24,74,36,13
24,23,56,20
6,4,25,169
6,4,48,224
6,4,91,444
6,4,48,25
12,24,193,48
24,23,14,216
6,4,48,25
11,0,4,144
11,14,26,28
20,3,68,241
6,4,91,3
20,3,68,446
15,70,19,242
8,28,124,250
15,5,18,114
20,3,68,31
15,5,18,4
15,70,19,138
20,34,131,39
15,5,18,119
20,3,68,49
15,5,18,119
20,3,68,241
24,23,56,85
24,23,196,52
24,23,56,20
24,74,36,13
24,74,36,13
24,74,36,13
15,5,89,81
20,3,68,430
15,5,89,81
15,5,18,35
20,3,192,11
15,5,80,356
24,23,56,20
24,74,36,166
6,4,33,162
24,23,14,47
12,24,193,48
6,4,25,95
15,70,47,41
20,34,88,16
11,0,4,144
15,70,19,242
15,70,19,242
15,5,18,35
24,23,56,20
6,4,98,190
2,52,162,494
24,23,56,20
24,74,36,37
24,23,14,216
15,5,80,356
11,14,140,1
6,4,106,57
15,5,80,202
12,24,193,48
11,22,52,110
24,23,196,52
6,4,48,224
24,23,196,52
24,74,36,429
20,3,45,107
20,34,177,8
24,74,13,56
6,4,22,491
6,4,91,269
6,4,91,269
15,5,18,59
6,4,25,21
12,24,193,48
24,23,56,20
6,6,2,30
24,23,14,70
24,74,13,94
24,74,36,318
6,6,2,200
24,74,13,18
20,3,68,210
15,70,19,188
6,4,33,261
9,67,50,255
24,74,36,13
5,63,70,50
20,3,45,108
24,74,36,13
20,3,45,108
20,34,131,51
20,3,45,108
20,3,45,108
9,16,0,160
24,74,36,429
12,26,29,54
5,63,178,350
6,4,48,224
15,70,19,242
11,22,62,326
17,32,28,393
5,63,44,187
9,35,37,2
11,0,4,416
32,27,79,366
11,22,62,326
1,83,9,413
20,34,88,16
15,5,18,119
11,0,96,452
15,70,19,101
20,3,68,49
8,28,105,228
15,5,89,172
20,3,85,185
9,35,37,492
20,34,160,19
17,32,135,271
20,3,68,210
15,5,89,462
15,5,18,35
9,67,156,84
9,35,37,2
15,5,55,147
0,92,186,6
24,23,196,52
9,35,37,2
1,25,67,432
12,26,29,55
12,26,29,55
20,3,45,108
11,14,26,226
0,31,168,168
6,4,98,134
20,3,68,210
20,3,12,123
15,70,47,151
9,35,92,186
15,5,18,35
11,14,5,282
20,3,68,49
20,3,12,219
32,27,32,332
11,0,100,411
20,34,131,33
11,14,140,1
9,35,92,124
24,74,36,318
20,34,131,51
26,62,60,307
6,4,91,3
20,3,12,17
20,34,131,33
15,5,18,91
12,26,72,246
9,16,0,29
15,5,89,81
11,22,16,389
15,5,89,172
15,5,18,104
15,5,89,81
20,3,68,430
9,67,156,84
15,70,19,36
11,14,5,86
5,63,44,132
12,26,29,55
9,67,156,84
5,63,70,96
20,3,45,63
20,3,45,63
9,35,37,2
20,3,77,136
20,34,131,214
11,0,96,239
15,5,89,462
11,14,5,86
24,23,196,52
6,4,48,25
20,3,45,107
15,5,18,119
0,31,168,168
24,23,14,70
6,6,2,30
20,3,68,49
2,52,164,329
48,48,38,457
15,70,47,240
12,26,29,55
15,70,19,138
6,4,48,45
24,23,14,44
24,74,36,429
24,74,36,111
37,51,198,198
46,46,122,122
46,46,102,253
46,46,122,122
37,51,83,458
24,74,36,111
37,51,198,198
46,46,102,253
45,91,183,367
37,51,198,198
37,51,198,198
46,46,102,253
37,51,83,270
40,81,163,327
46,46,102,253
46,46,102,253
46,46,102,253
37,97,195,23
46,46,102,253
37,51,198,198
37,51,198,198
37,51,198,198
46,46,122,122
24,74,36,111
46,46,122,122
37,51,83,257
37,51,198,198
24,74,36,111
37,97,195,23
37,51,198,198
37,51,198,198
37,97,195,23
37,51,83,270
46,46,122,122
46,46,102,316
46,46,122,122
46,46,122,122
37,97,195,23
37,51,83,257
37,51,198,198
46,46,122,122
37,51,198,198
37,51,83,270
37,51,83,257
7,9,110,221
24,23,14,47
1,84,169,450
1,25,67,26
6,4,48,224
24,74,13,56
1,83,9,320
9,16,0,102
6,4,25,32
6,4,33,162
9,49,1,67
6,4,25,169
24,23,14,47
24,74,36,470
9,49,1,67
6,4,25,32
4,57,69,292
1,25,67,432
24,23,14,70
9,16,0,102
12,24,115,131
15,5,42,237
9,16,0,102
6,4,48,45
6,4,48,224
1,25,67,26
6,4,48,224
1,83,9,320
4,57,69,252
9,16,0,160
9,45,187,375
6,6,2,30
6,4,48,224
1,25,67,432
24,23,56,20
12,26,184,80
9,16,0,102
6,4,25,32
24,74,36,429
24,74,36,429
9,16,0,102
5,39,39,365
6,6,2,405
20,3,45,368
24,23,196,52
6,4,48,469
1,25,67,432
6,6,2,278
24,23,196,218
24,23,196,218
6,4,48,224
6,4,48,224
9,16,0,183
24,23,14,53
11,0,4,490
5,63,178,418
6,4,25,32
15,70,47,41
15,5,18,114
20,3,192,11
20,34,160,19
15,70,47,240
15,5,18,4
20,34,95,388
15,70,47,41
32,27,32,286
27,55,111,447
24,23,56,20
9,16,0,102
11,0,4,144
5,63,178,223
38,38,146,293
20,3,45,164
20,3,45,164
15,5,18,35
15,5,42,424
20,34,95,388
6,4,48,45
20,3,45,107
24,74,13,215
11,0,4,274
20,3,68,31
15,70,47,41
11,22,153,232
9,16,0,160
11,0,4,144
20,34,177,82
15,70,47,41
11,0,4,203
20,3,45,164
20,34,95,288
11,0,4,144
6,4,48,45
15,70,19,36
9,16,0,160
15,70,47,41
11,22,16,389
15,5,18,4
24,23,14,53
20,3,68,241
12,26,72,246
12,26,72,246
24,23,56,20
1,25,67,26
6,4,106,243
9,16,0,183
15,5,18,119
24,23,14,47
20,3,192,11
15,70,19,242
11,22,62,73
6,4,33,162
15,5,18,119
6,4,98,190
24,23,196,52
24,23,56,184
24,23,56,20
9,35,8,142
9,35,170,170
24,74,13,133
15,5,18,59
24,74,13,56
20,3,85,126
15,70,47,41
24,23,196,52
11,22,62,73
6,4,98,134
24,74,13,139
20,3,85,185
24,23,56,20
15,5,18,114
15,5,18,4
6,4,91,269
24,74,13,56
24,74,13,56
15,70,19,242
20,3,192,11
20,3,68,90
24,74,13,56
20,3,192,11
15,5,89,81
24,23,56,85
15,5,80,356
11,22,16,256
15,5,18,119
6,4,33,162
24,23,56,20
12,26,72,305
6,4,91,269
15,5,18,59
20,3,12,75
15,5,89,81
20,3,45,368
15,70,47,240
15,5,18,35
15,5,18,4
6,4,98,134
15,5,18,4
6,6,174,174
32,36,97,262
15,5,55,121
23,42,172,345
24,23,14,44
32,36,97,401
20,3,68,90
20,3,68,210
20,3,68,90
20,3,77,136
24,23,14,53
24,74,13,159
20,34,95,288
15,5,55,121
24,74,13,159
6,6,174,174
15,5,18,59
20,34,88,195
15,5,18,114
20,3,77,400
9,16,0,183
4,57,151,303
6,4,185,92
20,3,68,31
6,4,185,92
20,3,68,210
12,26,149,299
20,3,77,400
6,6,174,174
24,74,13,159
24,74,13,159
15,5,55,147
11,22,52,175
15,5,18,59
20,3,68,31
11,0,100,411
6,6,125,339
11,22,62,326
6,4,25,95
48,48,81,163
7,64,129,259
20,3,12,219
15,5,55,455
6,4,185,92
20,34,88,195
6,4,185,92
9,35,92,124
9,45,113,227
32,27,51,284
32,27,51,459
24,74,13,215
13,75,75,357
37,51,83,257
48,48,38,72
5,37,87,14
20,34,88,176
32,36,71,157
9,35,37,113
2,52,148,310
2,65,189,379
4,20,128,421
2,65,179,360
5,63,44,205
9,16,30,235
15,5,55,147
6,4,185,92
11,0,58,204
11,22,52,451
32,36,71,157
22,50,101,376
32,36,71,157
5,63,70,69
11,0,100,411
32,36,71,498
9,49,1,355
20,3,192,11
22,50,101,127
9,35,92,428
32,36,71,157
2,52,148,181
11,14,167,370
1,25,67,26
15,5,18,114
15,5,42,349
20,3,77,322
6,4,91,3
11,0,4,144
1,25,20,222
8,28,105,245
16,44,66,476
9,49,1,355
16,47,23,0
9,35,92,428
2,52,148,181
32,36,97,15
20,3,77,322
2,52,148,181
10,54,109,439
20,3,68,31
11,14,5,98
9,49,1,355
32,36,71,372
1,25,20,182
39,79,159,319
11,22,52,484
9,49,1,167
9,35,92,428
9,16,30,66
4,20,128,421
1,25,20,182
32,27,51,155
12,26,72,130
9,16,30,66
32,36,97,15
11,22,153,497
9,16,30,66
11,0,58,236
32,36,71,157
1,25,20,182
6,4,48,224
16,77,155,311
9,16,30,66
5,63,70,69
5,63,70,69
24,23,196,52
20,34,131,214
20,34,88,195
48,48,38,72
32,27,51,155
15,70,47,151
11,14,167,370
20,34,88,16
6,6,125,115
4,20,53,485
11,22,52,61
30,30,27,289
5,63,70,69
11,14,26,296
8,28,105,228
32,27,180,362
0,21,34,129
20,34,88,195
20,3,12,123
32,27,32,426
4,20,128,392
9,16,30,66
16,47,23,0
20,3,45,164
33,7,90,234
0,21,34,148
44,1,6,5
11,22,153,79
44,1,6,5
33,7,188,46
33,7,90,234
11,14,5,298
33,7,90,234
9,16,30,66
0,21,34,148
9,16,0,29
48,48,38,72
11,14,167,280
0,21,34,148
32,27,51,155
31,40,40,386
6,4,106,57
0,21,34,148
20,3,68,31
11,14,26,296
5,63,44,187
20,3,77,322
5,63,70,96
1,83,9,486
24,23,56,20
24,23,56,20
20,3,45,164
6,6,2,30
11,22,62,326
9,35,8,435
20,34,131,39
32,27,32,140
15,5,42,276
11,22,52,110
11,14,5,178
15,70,47,151
0,21,57,295
24,23,14,53
5,63,70,96
20,3,68,49
12,26,184,344
11,22,153,232
20,3,68,210
12,24,115,131
0,31,24,97
0,31,24,97
44,1,82,99
44,1,6,206
21,66,15,201
44,1,6,5
0,31,24,97
20,34,131,51
21,66,15,380
15,70,47,41
30,30,27,65
44,1,6,42
11,14,5,178
32,27,32,140
21,15,108,43
11,22,52,61
11,14,26,68
48,48,38,135
11,22,52,484
5,37,7,125
0,10,116,153
24,74,13,18
17,72,145,145
24,23,14,70
20,34,160,19
20,3,85,185
9,16,0,183
20,3,12,17
6,4,91,3
9,35,8,142
20,34,131,33
24,74,13,94
5,37,87,14
24,23,196,52
24,23,196,218
15,5,80,196
24,23,14,106
12,24,115,199
8,11,142,285
9,16,0,160
12,24,115,199
24,23,14,70
24,74,36,13
6,6,2,30
24,74,13,94
1,12,133,268
6,4,98,190
24,74,36,13
15,5,42,276
20,34,177,82
12,24,115,199
12,24,115,156
12,24,115,156
12,24,115,199
12,24,115,199
12,24,130,192
12,24,115,199
24,23,14,216
12,24,115,199
12,24,115,199
12,24,130,192
12,24,115,199
12,24,115,199
6,4,48,224
12,24,115,199
6,4,48,224
9,16,0,260
12,24,115,199
12,24,130,137
12,24,115,156
11,22,62,326
24,23,196,52
9,35,8,231
20,3,12,17
24,74,36,13
24,74,36,13
6,4,48,224
44,1,82,22
1,84,169,89
9,49,84,488
6,4,48,224
0,31,74,83
15,5,18,114
15,5,42,424
24,23,14,120
15,70,19,207
9,16,0,29
12,24,193,48
6,4,48,25
15,70,19,138
6,6,2,30
24,23,196,218
12,24,115,131
6,4,48,25
24,23,14,70
24,23,14,216
9,16,0,29
34,69,139,279
24,74,36,13
24,23,196,218
6,4,25,32
9,35,8,231
15,70,47,453
24,74,13,191
24,74,36,13
23,61,123,495
24,74,36,13
